member_id,first_name,last_name,date_of_birth,gender,phone,email,address,city,state,country,membership_type,join_date,member_status,last_modified
MEM000250,Christopher,Wagner,01-08-1985,F,(450) 958-1724,csloan@example.net,622 Amanda Loaf Suite 628,Chicago,IL,USA,Premium,29-07-2024,Active,12-10-2025
MEM000254,Charles,Thompson,06-11-2004,M,(737) 526-7821,matthew82@example.org,0021 Craig Skyway,Chicago,IL,USA,Student,01-09-2024,Active,12-10-2025
MEM000255,Traci,Gibbs,09-05-1993,M,(430) 507-3365,doris87@example.org,9748 Moyer Street Apt. 373,Chicago,IL,USA,Basic,21-07-2025,Active,12-10-2025
MEM000257,Robert,Lyons,30-09-1966,F,(395) 252-5398,vcampbell@example.com,6070 Katie Plains Apt. 229,Chicago,IL,USA,Family,08-04-2024,Active,12-10-2025
MEM000258,Jason,Tran,08-04-1989,F,(941) 887-4555,aliceruiz@example.net,2708 Carla Square Apt. 875,Chicago,IL,USA,Family,14-09-2023,Active,12-10-2025
MEM000246,Christina,Johnson,28-10-1996,F,(869) 556-2943,samantha70@example.net,08425 Rachel Meadows Apt. 967,Atlanta,GA,USA,Premium,26-08-2025,Active,12-10-2025
MEM000252,Robert,Garcia,31-10-1974,M,(346) 876-9540,nathanielprice@example.com,2172 Tonya Turnpike,Atlanta,GA,USA,Premium,02-09-2023,Inactive,12-10-2025
MEM000266,Morgan,Howell,17-08-2006,F,(982) 206-7756,brooke05@example.net,700 Paula Island Apt. 258,Atlanta,GA,USA,Basic,04-12-2023,Inactive,12-10-2025
MEM000269,Jeffrey,Caldwell,02-05-1964,F,(309) 298-9591,wpowers@example.com,862 Mendoza Trail Apt. 980,Atlanta,GA,USA,Premium,29-06-2025,Inactive,12-10-2025
MEM000274,Melissa,Sanders,27-11-1995,M,(756) 777-1539,shannonbrown@example.net,10608 Hill Forest,Atlanta,GA,USA,Family,09-08-2024,Active,12-10-2025
MEM000275,Jocelyn,Leon,28-02-2000,F,(607) 278-5903,robert14@example.com,96077 Tammy Road,Atlanta,GA,USA,Student,09-05-2023,Active,12-10-2025
MEM000278,Sara,Jordan,08-10-1986,M,(766) 584-8075,gclark@example.com,378 Sellers Mountain,Atlanta,GA,USA,Premium,27-03-2025,Active,12-10-2025
MEM000283,Brett,Johnson,14-10-1993,F,(448) 785-9537,nmathews@example.net,977 Robbins Wells Apt. 576,Atlanta,GA,USA,Basic,04-08-2024,Inactive,12-10-2025
MEM000289,Leslie,Watts,14-08-1990,F,(404) 806-9939,wmorgan@example.org,557 Amber Lights Suite 236,Atlanta,GA,USA,Premium,02-01-2023,Active,12-10-2025
MEM000244,Rebecca,Cooke,15-03-2002,O,(270) 683-1519,montgomeryaudrey@example.com,30087 Barrera Corners,Denver,CO,USA,Student,23-12-2022,Active,12-10-2025
MEM000256,Taylor,Smith,05-06-1980,M,(448) 461-4331,donaldbranch@example.net,708 Russell Landing,Denver,CO,USA,Family,17-06-2023,Active,12-10-2025
MEM000277,David,Cain,29-05-1981,M,(277) 548-7499,qpotter@example.com,8193 James Mills,Denver,CO,USA,Basic,05-12-2023,Active,12-10-2025
MEM000279,Earl,Booth,13-07-1977,F,(930) 275-2344,raymondbell@example.com,3888 Adams Points Suite 146,Denver,CO,USA,Basic,07-03-2025,Active,12-10-2025
MEM000282,David,Fields,05-12-2004,F,(532) 594-1202,kristinmcmahon@example.com,606 Matthew Rapid,Denver,CO,USA,Student,21-11-2022,Active,12-10-2025
MEM000286,Matthew,Lee,03-07-2003,F,(589) 537-8212,robert97@example.org,1069 Holt Forks,Denver,CO,USA,Student,17-12-2024,Active,12-10-2025
MEM000288,Amanda,Mccoy,25-12-1999,F,(848) 702-4971,greenethomas@example.com,9221 Steele Rest,Denver,CO,USA,Student,04-01-2023,Active,12-10-2025
MEM000243,Jonathan,Leon,19-10-1988,M,(460) 203-4570,butlertroy@example.org,7408 John Shores,Miami,FL,USA,Premium,10-01-2025,Active,12-10-2025
MEM000251,Jennifer,Sampson,18-08-1997,M,(715) 496-4836,mcdonaldjesse@example.com,2250 Martinez Stravenue Apt. 311,Miami,FL,USA,Basic,11-06-2025,Inactive,12-10-2025
MEM000253,Martha,Obrien,30-08-1991,F,(379) 841-7999,robertlynn@example.org,0702 Michelle Centers,Miami,FL,USA,Basic,16-09-2023,Inactive,12-10-2025
MEM000273,Sean,Anthony,30-12-1983,F,(243) 435-4463,brownkathleen@example.com,4246 Cindy Ramp Suite 643,Miami,FL,USA,Family,07-04-2025,Active,12-10-2025
MEM000294,David,Hensley,28-02-1986,F,(609) 970-6432,bonillabrian@example.com,345 Clark Viaduct Suite 563,Chicago,IL,USA,Basic,22-06-2025,Inactive,12-10-2025
MEM000295,Thomas,Davis,19-03-2004,F,(794) 904-4621,bryantlori@example.com,8684 Paul Turnpike Apt. 651,Chicago,IL,USA,Student,31-07-2024,Active,12-10-2025
MEM000307,Ashley,Adams,02-11-1993,F,(254) 567-1157,john82@example.org,53569 Ronald Gardens,Chicago,IL,USA,Basic,25-09-2024,Active,12-10-2025
MEM000308,Cody,Cox,11-03-2002,F,(618) 901-9056,briana12@example.org,225 Fernandez Skyway,Chicago,IL,USA,Student,08-12-2022,Active,12-10-2025
MEM000317,Hannah,Perez,16-04-1980,F,(701) 345-5402,mary05@example.net,2728 Brittany Canyon,Chicago,IL,USA,Family,29-09-2023,Active,12-10-2025
MEM000324,John,Strong,25-10-2004,M,(840) 512-4836,angelazimmerman@example.com,036 Jessica Brook,Chicago,IL,USA,Basic,05-11-2023,Active,12-10-2025
MEM000333,Nicholas,Summers,18-07-1992,O,(569) 524-3162,destiny00@example.net,6861 Little Roads,Chicago,IL,USA,Premium,25-03-2023,Active,12-10-2025
MEM000299,Valerie,Martinez,23-12-1993,F,(863) 311-3692,nicholas20@example.net,51217 Jason Cliffs,Atlanta,GA,USA,Family,11-08-2024,Active,12-10-2025
MEM000300,Caroline,Jacobson,08-01-2007,F,(437) 614-4022,ttravis@example.org,56556 Angela Key,Atlanta,GA,USA,Student,03-06-2024,Active,12-10-2025
MEM000301,Harry,Strickland,11-10-1993,M,(639) 598-1072,laurakerr@example.net,73902 Austin Expressway,Atlanta,GA,USA,Premium,17-11-2022,Inactive,12-10-2025
MEM000309,Sharon,Lawson,01-02-1994,F,(499) 233-5503,vbennett@example.com,059 Green Forest,Atlanta,GA,USA,Basic,16-05-2025,Active,12-10-2025
MEM000316,Ryan,Forbes,01-05-1951,O,(871) 329-3174,dickersondonna@example.org,397 Dickson Gateway,Atlanta,GA,USA,Basic,21-12-2024,Inactive,12-10-2025
MEM000326,Ryan,Smith,24-04-1975,M,(335) 689-2160,nicole07@example.net,367 James Bridge,Atlanta,GA,USA,Family,13-05-2025,Inactive,12-10-2025
MEM000327,Peter,Moyer,29-01-2003,M,(506) 340-7270,vdickerson@example.com,43306 Daniels Lodge,Atlanta,GA,USA,Basic,15-08-2025,Active,12-10-2025
MEM000328,Amy,Simon,25-12-2004,M,(559) 939-4490,hamptoncole@example.org,00267 Tate Lodge,Atlanta,GA,USA,Student,11-09-2024,Active,12-10-2025
MEM000340,Kathryn,Hansen,07-04-1996,F,(465) 370-7092,mcconnelldiana@example.com,994 Jenkins Views Suite 109,Atlanta,GA,USA,Basic,21-11-2023,Active,12-10-2025
MEM000293,Kevin,Lara,22-11-1984,F,(311) 987-5067,pamelacunningham@example.net,6174 Rachel Trail,Denver,CO,USA,Family,04-09-2023,Active,12-10-2025
MEM000297,Timothy,Williams,23-01-1990,F,(345) 556-6110,alexissmith@example.net,035 Walsh Court,Denver,CO,USA,Family,06-11-2022,Active,12-10-2025
MEM000298,Sarah,King,10-02-1977,M,(939) 913-8412,cory12@example.org,939 Wu Lane,Denver,CO,USA,Premium,15-02-2024,Active,12-10-2025
MEM000302,James,Peters,19-03-1999,F,(749) 391-6993,carterronnie@example.org,626 West Islands,Denver,CO,USA,Premium,04-06-2025,Active,12-10-2025
MEM000312,Jennifer,Herrera,14-12-1953,F,(504) 233-8368,nicole24@example.net,97129 Kevin Tunnel Apt. 259,Denver,CO,USA,Senior,17-03-2023,Inactive,12-10-2025
MEM000318,Lisa,Clark,26-11-1996,M,(727) 967-5558,thoward@example.com,254 Smith Bypass,Denver,CO,USA,Premium,24-01-2023,Inactive,12-10-2025
MEM000319,Cassie,Carey,11-04-1956,F,(950) 295-8511,hodgejames@example.net,104 Lopez Avenue,Denver,CO,USA,Senior,16-05-2025,Active,12-10-2025
MEM000320,Sandra,Hayden,24-08-1975,F,(706) 474-6289,danielsmarcus@example.org,384 Ashley Inlet Suite 257,Denver,CO,USA,Basic,11-11-2023,Inactive,12-10-2025
MEM000323,Wanda,Alexander,23-08-1997,F,(362) 480-2529,carmen89@example.com,64731 Taylor Knolls Apt. 642,Denver,CO,USA,Premium,22-12-2023,Active,12-10-2025
MEM000303,Brittany,Barr,31-01-1991,F,(854) 520-7367,willischristopher@example.net,3855 Morris Fords Apt. 850,Miami,FL,USA,Basic,06-04-2023,Inactive,12-10-2025
MEM000304,Katherine,Johnson,22-07-1985,F,(889) 922-5873,sabrina46@example.com,10251 Nicole Island Apt. 241,Miami,FL,USA,Basic,28-04-2023,Inactive,12-10-2025
MEM000305,Monica,Wilson,13-05-2000,M,(387) 582-3316,sheabradley@example.com,410 Juan Trail,Miami,FL,USA,Student,19-10-2024,Active,12-10-2025
MEM000306,Gregory,Grant,28-08-1997,M,(850) 750-3838,hillandrea@example.org,1553 Tucker Highway,Miami,FL,USA,Basic,17-03-2025,Active,12-10-2025
MEM000311,Brian,Stein,15-02-2007,M,(974) 242-8231,ycontreras@example.net,2392 Murphy Motorway,Miami,FL,USA,Basic,01-09-2023,Inactive,12-10-2025
MEM000313,Jennifer,Williams,13-04-1960,M,(442) 414-6744,jack80@example.net,835 Anderson Parkway,Miami,FL,USA,Basic,19-02-2023,Inactive,12-10-2025
MEM000314,Misty,Manning,02-11-2002,M,(260) 783-6747,mmercer@example.net,33715 Adams Heights,Miami,FL,USA,Student,08-03-2025,Active,12-10-2025
MEM000329,Tracey,Manning,15-06-1979,F,(343) 970-3017,joe95@example.com,225 Ford Unions,Miami,FL,USA,Premium,02-03-2023,Active,12-10-2025
MEM000330,Amber,Brown,17-09-1996,M,(860) 286-5065,tommywilson@example.com,455 Wong Drives,Miami,FL,USA,Premium,28-03-2025,Active,12-10-2025
MEM000331,Amy,Johnston,27-08-1988,F,(874) 508-4366,justin64@example.org,7890 Tanner Locks,Miami,FL,USA,Premium,12-11-2023,Active,12-10-2025
MEM000334,Sean,Mclaughlin,18-10-1991,F,(988) 274-1273,twiley@example.com,57848 Joshua Loaf Apt. 588,Miami,FL,USA,Premium,28-02-2024,Active,12-10-2025
MEM000346,Anthony,Miller,07-01-1976,M,(428) 728-1752,lmcintosh@example.com,503 Colin Courts Suite 042,Chicago,IL,USA,Basic,28-10-2023,Active,12-10-2025
MEM000352,Ashley,Henry,17-03-1984,M,(297) 717-3187,uhowe@example.com,21359 Tina Village,Chicago,IL,USA,Basic,03-01-2025,Inactive,12-10-2025
MEM000353,Paul,Ford,02-06-1975,M,(498) 467-6161,justinrogers@example.com,42185 Lutz Hollow,Chicago,IL,USA,Basic,14-11-2023,Active,12-10-2025
MEM000363,Holly,Yoder,27-06-1993,F,(451) 862-5835,michelle24@example.net,59863 Anna Manor Suite 972,Chicago,IL,USA,Family,14-01-2024,Active,12-10-2025
MEM000373,Jason,Patel,18-12-1978,F,(573) 274-7120,ospencer@example.org,142 Brent Camp Apt. 080,Chicago,IL,USA,Basic,26-06-2025,Active,12-10-2025
MEM000375,Nathan,Mcintosh,02-09-1977,F,(565) 428-3872,davidjohnson@example.org,139 Alvarado Pine Apt. 127,Chicago,IL,USA,Premium,17-04-2023,Inactive,12-10-2025
MEM000377,Jeffrey,Brown,07-02-2007,F,(854) 779-2705,stevenconway@example.com,189 Walter Roads Suite 817,Chicago,IL,USA,Student,26-01-2024,Inactive,12-10-2025
MEM000378,William,Thompson,26-12-1993,M,(851) 290-6500,coxstacy@example.com,1205 Patricia Wells Suite 333,Chicago,IL,USA,Basic,23-12-2024,Active,12-10-2025
MEM000380,Robert,Davis,08-09-1998,M,(587) 559-9946,melanie80@example.net,14748 Cox Dale,Chicago,IL,USA,Premium,13-06-2024,Active,12-10-2025
MEM000383,Brittany,Smith,17-01-1973,O,(694) 921-1507,garysmith@example.com,246 Makayla Islands Apt. 464,Chicago,IL,USA,Family,24-09-2024,Active,12-10-2025
MEM000348,Scott,Contreras,19-09-1999,F,(675) 577-9083,amanda73@example.net,007 Graham Ramp,Atlanta,GA,USA,Premium,12-03-2023,Active,12-10-2025
MEM000350,Edwin,Sweeney,30-04-2002,F,(306) 410-9680,zbrowning@example.com,830 Medina Locks Apt. 871,Atlanta,GA,USA,Basic,18-12-2024,Inactive,12-10-2025
MEM000354,Lauren,Beck,28-05-1996,M,(998) 988-2785,dharris@example.net,127 Lori Summit,Atlanta,GA,USA,Basic,31-10-2022,Active,12-10-2025
MEM000356,Douglas,Franklin,13-12-1990,F,(921) 913-1660,carol83@example.net,5587 Villa Creek Apt. 805,Atlanta,GA,USA,Basic,06-03-2025,Active,12-10-2025
MEM000360,Mary,Hicks,29-12-1986,O,(402) 861-8265,erika69@example.com,79285 Williams Vista,Atlanta,GA,USA,Family,19-07-2024,Active,12-10-2025
MEM000362,Douglas,Reed,29-10-1959,F,(376) 562-4517,erica22@example.net,5872 Shelly Stream,Atlanta,GA,USA,Basic,24-08-2025,Active,12-10-2025
MEM000364,Michael,Chambers,13-12-1971,M,(629) 404-9614,davidvaldez@example.com,57736 Lane Glens,Atlanta,GA,USA,Premium,05-04-2025,Active,12-10-2025
MEM000370,Linda,Benson,18-03-2006,F,(704) 755-6063,thomasclark@example.org,970 Carl Port,Atlanta,GA,USA,Basic,22-12-2024,Inactive,12-10-2025
MEM000372,Bradley,Miller,24-10-1964,F,(531) 260-1359,braysteven@example.com,36775 Barbara Mountains Suite 500,Atlanta,GA,USA,Basic,26-11-2023,Active,12-10-2025
MEM000386,Joann,Moore,17-12-1993,F,(404) 299-1421,nicole87@example.com,512 Brenda Ports Apt. 042,Atlanta,GA,USA,Basic,30-08-2025,Active,12-10-2025
MEM000345,Jackson,Young,10-07-1972,M,(454) 626-6241,andrewhickman@example.net,3971 Holland Streets,Denver,CO,USA,Premium,18-03-2023,Active,12-10-2025
MEM000355,Tammy,Hayes,17-08-2004,F,(988) 412-8404,burchalexis@example.net,23514 Stephanie Hollow,Denver,CO,USA,Student,08-11-2023,Active,12-10-2025
MEM000357,Michael,Schwartz,05-01-2003,M,(250) 893-5896,iwallace@example.com,790 Andrea Circle Suite 611,Denver,CO,USA,Basic,22-02-2025,Inactive,12-10-2025
MEM000367,Manuel,Peters,12-03-1995,O,(302) 453-4951,carolhill@example.net,54989 Brandon Lane Apt. 293,Denver,CO,USA,Premium,06-05-2024,Inactive,12-10-2025
MEM000368,Jesse,Little,30-05-1966,O,(424) 789-7363,tammymoore@example.net,992 Laura Park Apt. 860,Denver,CO,USA,Family,20-09-2023,Active,12-10-2025
MEM000374,Tracy,Stone,14-01-2005,M,(647) 854-8982,davismichael@example.org,20064 Eric Rue Suite 184,Denver,CO,USA,Student,14-12-2023,Active,12-10-2025
MEM000384,Kristin,Weaver,23-10-1976,M,(394) 619-9849,paynemarc@example.net,27364 Mitchell Summit Suite 733,Denver,CO,USA,Premium,24-05-2025,Active,12-10-2025
MEM000385,William,Dougherty,19-08-1994,F,(702) 357-1893,zdavis@example.net,02032 Kelly Cliffs Suite 797,Denver,CO,USA,Basic,22-04-2023,Active,12-10-2025
MEM000387,Amy,Hawkins,21-02-1980,M,(607) 682-9013,bryanwilliams@example.com,44627 Jesse Shore Suite 416,Denver,CO,USA,Family,15-08-2023,Active,12-10-2025
MEM000388,Paul,Collins,29-03-1984,M,(391) 656-1731,carterkaren@example.org,1104 Pitts Course,Denver,CO,USA,Basic,31-05-2025,Active,12-10-2025
MEM000342,Karen,Tucker,03-05-1979,F,(568) 256-9185,elliottdavid@example.com,39493 Christina Views Suite 859,Miami,FL,USA,Premium,17-01-2025,Active,12-10-2025
MEM000343,Jacob,Morris,14-02-1993,F,(940) 318-4742,nicoleshort@example.net,82250 Gardner Forest,Miami,FL,USA,Basic,04-06-2023,Active,12-10-2025
MEM000351,Tyrone,Price,11-07-1996,F,(295) 244-4792,bmoore@example.com,1334 Tran Glen Suite 899,Miami,FL,USA,Basic,20-01-2025,Inactive,12-10-2025
MEM000361,Ryan,Delgado,23-07-1964,M,(672) 251-3752,brownerica@example.org,3573 Tucker Green,Miami,FL,USA,Family,08-03-2024,Active,12-10-2025
MEM000365,Donald,Rose,16-06-1976,M,(757) 696-6636,rebeccamontgomery@example.org,625 Peter Viaduct Apt. 435,Miami,FL,USA,Family,17-01-2023,Active,12-10-2025
MEM000369,Eric,Hutchinson,04-08-2006,F,(805) 228-6761,gharmon@example.net,5702 Walton Pass Apt. 988,Miami,FL,USA,Student,26-01-2023,Inactive,12-10-2025
MEM000371,Steven,Clark,02-03-2001,M,(689) 200-6435,tjimenez@example.net,0972 Palmer Dam,Miami,FL,USA,Student,13-09-2025,Active,12-10-2025
MEM000376,Michael,Christensen,22-09-1979,M,(918) 786-7415,plamb@example.net,41149 Cooper Circle Suite 623,Miami,FL,USA,Basic,31-01-2025,Active,12-10-2025
MEM000390,Glenn,Grimes,06-05-1974,M,(262) 596-9561,fordbrian@example.org,38938 Lisa Club Suite 904,Chicago,IL,USA,Premium,21-03-2023,Active,12-10-2025
MEM000395,Jason,Alexander,23-01-1961,M,(917) 838-9561,awilkins@example.org,323 Anna Ports Suite 926,Chicago,IL,USA,Premium,20-08-2023,Inactive,12-10-2025
MEM000399,Andrea,Anderson,02-10-1980,M,(510) 518-5593,qgarcia@example.org,6789 Lance Orchard,Chicago,IL,USA,Family,04-03-2024,Inactive,12-10-2025
MEM000400,Nicolas,Peterson,23-06-1956,F,(992) 528-5414,zjohnson@example.com,24812 Eric Lodge,Chicago,IL,USA,Senior,14-05-2023,Active,12-10-2025
MEM000407,Stephanie,Holden,14-03-1982,M,(999) 985-1145,jonathan13@example.net,2975 Howard Village Apt. 985,Chicago,IL,USA,Basic,23-11-2023,Active,12-10-2025
MEM000408,Andrew,Butler,01-03-1988,M,(512) 929-5511,terri83@example.com,546 Cain Island Apt. 795,Chicago,IL,USA,Premium,21-01-2024,Active,12-10-2025
MEM000427,Shane,Lane,20-04-1997,M,(928) 866-1612,rosariojoshua@example.org,260 Jonathan Throughway Suite 548,Chicago,IL,USA,Basic,24-02-2024,Active,12-10-2025
MEM000434,Erin,Wilson,21-12-2000,F,(667) 503-5327,millerkimberly@example.org,6563 Rodney Ville Suite 807,Chicago,IL,USA,Basic,17-03-2024,Inactive,12-10-2025
MEM000392,Brett,Graves,15-12-1974,O,(350) 323-8357,julie21@example.com,1369 Tammy Square,Atlanta,GA,USA,Premium,06-12-2022,Active,12-10-2025
MEM000393,Brooke,Wilson,31-03-1959,M,(899) 645-4308,danaolson@example.org,9187 Adam Bridge,Atlanta,GA,USA,Basic,08-04-2023,Active,12-10-2025
MEM000398,Craig,Simon,01-01-1996,F,(239) 605-6431,ahatfield@example.net,97066 Wright Shores Apt. 149,Atlanta,GA,USA,Basic,28-12-2022,Active,12-10-2025
MEM000404,Whitney,Rhodes,23-03-1990,F,(326) 897-1500,johnsonalexis@example.com,226 Thomas Path,Atlanta,GA,USA,Family,24-12-2022,Active,12-10-2025
MEM000405,Tracy,Davis,25-10-1995,F,(764) 558-6640,matthewhiggins@example.com,211 Chan Corners Apt. 132,Atlanta,GA,USA,Premium,18-11-2024,Inactive,12-10-2025
MEM000406,Claudia,Beard,18-06-1980,M,(366) 785-4511,skelly@example.com,05077 Macias Views,Atlanta,GA,USA,Premium,09-04-2024,Active,12-10-2025
MEM000411,Rachel,Long,25-01-1992,M,(483) 467-5895,whiteandrew@example.com,56548 Horton Place,Atlanta,GA,USA,Basic,24-07-2023,Active,12-10-2025
MEM000412,James,Carpenter,04-06-1991,F,(814) 613-6236,emilyerickson@example.com,22151 Bryan Lake Apt. 583,Atlanta,GA,USA,Basic,05-01-2023,Active,12-10-2025
MEM000416,Michael,Peters,05-07-1988,M,(291) 427-6820,ballardfelicia@example.org,1863 Patterson Common Apt. 239,Atlanta,GA,USA,Basic,22-06-2025,Active,12-10-2025
MEM000396,Brooke,Small,07-10-1998,F,(302) 308-2654,emilyjohnson@example.net,26241 Denise Lock,Denver,CO,USA,Basic,10-08-2024,Active,12-10-2025
MEM000401,Kelly,Henry,11-03-1982,F,(958) 696-9462,elizabethbaker@example.com,4054 Cook Neck Suite 085,Denver,CO,USA,Basic,08-12-2022,Active,12-10-2025
MEM000403,Denise,Newton,07-11-2003,M,(233) 667-1828,wilsondiana@example.net,049 Andrea Way Apt. 485,Denver,CO,USA,Basic,09-12-2023,Active,12-10-2025
MEM000410,Tammy,Palmer,12-10-2003,F,(774) 862-5631,osbornangela@example.com,887 Janice Common Suite 070,Denver,CO,USA,Basic,24-01-2023,Inactive,12-10-2025
MEM000415,Michael,Marquez,11-04-1967,M,(299) 682-3096,josephjason@example.net,2804 Martinez Islands,Denver,CO,USA,Family,08-11-2022,Inactive,12-10-2025
MEM000425,Christopher,Hill,06-02-1991,F,(545) 644-3192,annettewilliams@example.com,0683 Leah Brook Apt. 492,Denver,CO,USA,Basic,28-09-2024,Active,12-10-2025
MEM000429,Matthew,Howard,23-12-1996,F,(356) 410-1152,staylor@example.net,002 Emily Crest Apt. 140,Denver,CO,USA,Basic,28-02-2025,Active,12-10-2025
MEM000432,Karen,Johns,21-04-1992,F,(412) 904-8875,theodore22@example.net,07525 Diaz Trail,Denver,CO,USA,Premium,30-11-2022,Active,12-10-2025
MEM000436,Rebecca,Gordon,20-04-1965,M,(862) 374-6384,delgadojoshua@example.org,17162 Daniel Tunnel Apt. 036,Denver,CO,USA,Family,09-10-2025,Active,12-10-2025
MEM000394,Christina,Dennis,11-03-1995,M,(597) 769-7510,amandawarren@example.com,6766 William Plaza Suite 974,Miami,FL,USA,Family,27-11-2023,Inactive,12-10-2025
MEM000402,William,Morgan,09-08-1995,F,(338) 999-9589,ujohnson@example.com,1491 Franklin Greens,Miami,FL,USA,Basic,18-01-2023,Active,12-10-2025
MEM000409,Jennifer,Walker,03-12-1973,M,(733) 838-7506,benjamin41@example.org,150 Stafford Camp,Miami,FL,USA,Premium,14-01-2023,Active,12-10-2025
MEM000413,Elizabeth,Andersen,03-06-1983,M,(597) 954-1578,ashleypierce@example.org,19709 Flores Vista Suite 478,Miami,FL,USA,Family,03-12-2024,Active,12-10-2025
MEM000414,Jessica,Hall,16-04-1962,F,(853) 687-6873,scottmitchell@example.net,06950 Derrick Extensions Suite 352,Miami,FL,USA,Basic,19-08-2024,Active,12-10-2025
MEM000418,Tina,Martin,15-01-1983,M,(322) 897-7253,ichavez@example.com,6549 Calderon Pass Suite 984,Miami,FL,USA,Premium,06-11-2023,Active,12-10-2025
MEM000430,Nancy,Miller,17-01-1978,F,(340) 628-2718,gavila@example.net,3731 Martinez Cape,Miami,FL,USA,Premium,14-12-2024,Active,12-10-2025
MEM000431,Jennifer,Myers,16-04-2007,M,(404) 996-5308,powersmiguel@example.com,982 Roach Ville,Miami,FL,USA,Student,07-01-2024,Active,12-10-2025
MEM000437,Victoria,Phillips,10-12-1953,M,(550) 387-2865,andrew33@example.org,51662 Richard Spur,Chicago,IL,USA,Senior,08-12-2023,Active,12-10-2025
MEM000440,Paul,Brooks,22-10-2003,M,(900) 944-3140,jose65@example.com,48211 Christopher Stravenue Apt. 273,Chicago,IL,USA,Student,27-03-2023,Active,12-10-2025
MEM000442,Mark,Jordan,22-02-1991,F,(904) 917-2560,graysamuel@example.net,534 Lam Rapid,Chicago,IL,USA,Family,18-11-2024,Inactive,12-10-2025
MEM000445,David,Jimenez,27-10-1957,F,(612) 440-2291,sullivankristi@example.com,1703 Reyes Lights Suite 508,Chicago,IL,USA,Senior,26-08-2024,Active,12-10-2025
MEM000452,Kyle,Brown,14-07-1969,F,(933) 546-2765,lindsaygallagher@example.com,6749 Davis Villages,Chicago,IL,USA,Basic,01-06-2023,Active,12-10-2025
MEM000455,Paul,Martin,02-08-2000,F,(820) 529-9259,gordonthomas@example.com,7108 Gonzalez Hollow,Chicago,IL,USA,Basic,24-08-2023,Active,12-10-2025
MEM000463,John,Conley,10-10-1998,M,(880) 248-7251,brownjacqueline@example.org,65287 Latoya Highway,Chicago,IL,USA,Premium,29-03-2025,Active,12-10-2025
MEM000472,Gregory,Baker,02-02-1997,F,(240) 898-6258,beckeramber@example.com,769 Ball Port Apt. 754,Chicago,IL,USA,Family,21-12-2024,Active,12-10-2025
MEM000444,Robert,Taylor,04-01-1995,M,(969) 703-6253,pharper@example.com,97880 Anderson Forge,Atlanta,GA,USA,Premium,11-01-2023,Active,12-10-2025
MEM000449,Brenda,Salazar,07-08-1977,M,(663) 316-2596,kathrynmorales@example.com,75171 Mcdonald Wells Suite 422,Atlanta,GA,USA,Premium,05-11-2022,Active,12-10-2025
MEM000451,Amber,Snyder,02-02-1992,M,(460) 825-4209,ihoward@example.org,85675 Smith Alley Apt. 523,Atlanta,GA,USA,Family,29-12-2022,Active,12-10-2025
MEM000453,Tommy,Jones,07-01-1967,F,(661) 668-9260,samantha20@example.com,43844 Kimberly Views,Atlanta,GA,USA,Family,04-10-2023,Active,12-10-2025
MEM000454,Debbie,Kim,25-04-2004,M,(799) 694-9328,mwyatt@example.com,316 Sanchez Forks Suite 854,Atlanta,GA,USA,Basic,11-09-2025,Active,12-10-2025
MEM000456,Christopher,Warren,21-01-1956,M,(551) 501-8419,leemary@example.com,8863 White Trail,Atlanta,GA,USA,Basic,05-05-2024,Active,12-10-2025
MEM000461,Tina,Winters,15-12-1989,F,(349) 263-5835,ashley76@example.net,2672 Stephen Greens Apt. 893,Atlanta,GA,USA,Premium,17-02-2025,Inactive,12-10-2025
MEM000464,Michael,Johnson,18-09-1952,F,(213) 961-5117,warneralvin@example.net,5758 Joseph Spurs Apt. 767,Atlanta,GA,USA,Basic,19-01-2023,Active,12-10-2025
MEM000448,Tammy,Beck,26-10-1998,M,(255) 428-8445,james51@example.com,75558 Loretta Bypass Suite 202,Denver,CO,USA,Premium,18-11-2024,Inactive,12-10-2025
MEM000479,Meghan,Gaines,19-02-2002,F,(246) 917-2189,jason20@example.com,8848 Taylor Points,Denver,CO,USA,Basic,06-11-2023,Active,12-10-2025
MEM000481,Jacob,Wall,06-08-1995,M,(758) 502-3360,billsmith@example.net,9148 David Cliff Apt. 160,Denver,CO,USA,Premium,29-08-2025,Active,12-10-2025
MEM000485,Joyce,Harrison,05-03-1980,M,(402) 943-8982,toddford@example.org,87136 Lopez Courts,Denver,CO,USA,Basic,09-03-2024,Active,12-10-2025
MEM000439,Maria,Miller,06-04-1980,M,(626) 804-8908,qolson@example.net,840 Justin Parkway Apt. 782,Miami,FL,USA,Basic,03-09-2023,Inactive,12-10-2025
MEM000441,Christina,Adams,01-09-2001,M,(521) 212-9598,tuckernicholas@example.net,638 Kara Stravenue Apt. 573,Miami,FL,USA,Student,18-06-2025,Active,12-10-2025
MEM000447,Kimberly,Estes,31-10-1991,M,(818) 833-5990,ctownsend@example.org,83886 Brown Pines Suite 461,Miami,FL,USA,Premium,11-01-2023,Active,12-10-2025
MEM000457,Calvin,Wright,06-12-1994,M,(918) 760-6143,ppage@example.net,007 Stefanie Rue,Miami,FL,USA,Premium,18-06-2023,Active,12-10-2025
MEM000458,Christine,Erickson,10-01-1996,M,(888) 335-3913,rachel04@example.org,0245 Derek Roads Suite 708,Miami,FL,USA,Premium,05-03-2024,Active,12-10-2025
